#TE	Order	Superfamily	Clade	Complete	Strand	Domains
scaffold_113_(dbseq-nr_112)_[26538,32485]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|oryco RT|tork RNaseH|sire
scaffold_113_(dbseq-nr_112)_[34853,41831]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_113_(dbseq-nr_112)_[7266,12433]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|17_6 INT|tat
scaffold_118_(dbseq-nr_117)_[26483,32844]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_118_(dbseq-nr_117)_[5439,11367]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|oryco RT|tork RNaseH|copia
scaffold_11_(dbseq-nr_10)_[1007141,1014923]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_11_(dbseq-nr_10)_[1031768,1038288]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_11_(dbseq-nr_10)_[1045108,1052233]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_11_(dbseq-nr_10)_[234106,240009]	LTR	Copia	tork	no	+	AP|pseudovirus INT|tork RT|tork RNaseH|sire
scaffold_11_(dbseq-nr_10)_[415053,422977]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_11_(dbseq-nr_10)_[436580,441716]	LTR	Copia	retrofit	no	+	AP|retrofit INT|retrofit RT|copia RNaseH|copia
scaffold_11_(dbseq-nr_10)_[759608,766391]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_11_(dbseq-nr_10)_[781201,785700]	Unknown	unknown	dtg_ilg_template	unknown	+	AP|dtg_ilg_template
scaffold_11_(dbseq-nr_10)_[792283,800795]	LTR	mixture	mixture	unknown	-	INT|v_clade CHR|retroelement
scaffold_11_(dbseq-nr_10)_[885030,892115]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_11_(dbseq-nr_10)_[897053,904692]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_11_(dbseq-nr_10)_[904789,911347]	LTR	Gypsy	v_clade	no	+	AP|v_clade RT|v_clade RNaseH|pyret INT|v_clade
scaffold_11_(dbseq-nr_10)_[940351,946927]	mixture	mixture	mixture	unknown	-	AP|dtg_ilg_template RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_11_(dbseq-nr_10)_[968558,976869]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_11_(dbseq-nr_10)_[980218,985527]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_11_(dbseq-nr_10)_[989706,996079]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_121_(dbseq-nr_120)_[18808,25835]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_123_(dbseq-nr_122)_[23703,36103]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_125_(dbseq-nr_124)_[11431,17244]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_125_(dbseq-nr_124)_[18061,23544]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|pyret INT|v_clade
scaffold_125_(dbseq-nr_124)_[3241,8816]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_127_(dbseq-nr_126)_[23896,30595]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_12_(dbseq-nr_11)_[144466,150737]	LTR	Gypsy	v_clade	yes	-	GAG|b_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_12_(dbseq-nr_11)_[152180,160860]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_12_(dbseq-nr_11)_[167884,175825]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_12_(dbseq-nr_11)_[195456,201970]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_12_(dbseq-nr_11)_[217783,224321]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_12_(dbseq-nr_11)_[229107,235315]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_12_(dbseq-nr_11)_[254882,261296]	LTR	Gypsy	v_clade	yes	+	GAG|galadriel AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_12_(dbseq-nr_11)_[280725,290646]	LTR	Gypsy	v_clade	no	+	AP|v_clade RT|v_clade RNaseH|pyret
scaffold_12_(dbseq-nr_11)_[319721,326513]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_12_(dbseq-nr_11)_[342736,348510]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_12_(dbseq-nr_11)_[348632,354843]	LTR	Gypsy	v_clade	no	-	AP|del RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_12_(dbseq-nr_11)_[368915,374119]	LTR	Copia	copia	no	+	AP|ty1/copia INT|retrofit RT|copia RNaseH|copia
scaffold_130_(dbseq-nr_129)_[8840,23025]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_136_(dbseq-nr_135)_[18771,26048]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_136_(dbseq-nr_135)_[5812,12397]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_13_(dbseq-nr_12)_[127593,134118]	LTR	Gypsy	v_clade	yes	+	GAG|galadriel AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_13_(dbseq-nr_12)_[16652,22467]	LTR	Copia	mixture	no	-	AP|retrofit INT|oryco RT|tork RNaseH|copia
scaffold_13_(dbseq-nr_12)_[28310,35149]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_13_(dbseq-nr_12)_[36089,43654]	LTR	Copia	mixture	no	+	RT|tork RNaseH|sire
scaffold_13_(dbseq-nr_12)_[45393,51629]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_13_(dbseq-nr_12)_[82107,89343]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_13_(dbseq-nr_12)_[9691,16533]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_142_(dbseq-nr_141)_[9781,15461]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_144_(dbseq-nr_143)_[10432,22550]	LTR	Gypsy	v_clade	no	?	AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all GAG|v_clade
scaffold_145_(dbseq-nr_144)_[15198,20558]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_146_(dbseq-nr_145)_[16296,23769]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3
scaffold_148_(dbseq-nr_147)_[6411,13418]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_14_(dbseq-nr_13)_[154834,160850]	LTR	Copia	copia	no	+	AP|retrofit INT|tork RT|copia RNaseH|copia
scaffold_14_(dbseq-nr_13)_[18887,26651]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_14_(dbseq-nr_13)_[32369,39240]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_14_(dbseq-nr_13)_[47600,53714]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_14_(dbseq-nr_13)_[588977,594972]	LTR	Copia	copia	no	-	AP|retrofit INT|tork RT|copia RNaseH|copia
scaffold_14_(dbseq-nr_13)_[7383,14588]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_14_(dbseq-nr_13)_[740378,752915]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_14_(dbseq-nr_13)_[811629,817773]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_14_(dbseq-nr_13)_[827149,833667]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_14_(dbseq-nr_13)_[841172,849189]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_14_(dbseq-nr_13)_[867937,873081]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|copia
scaffold_14_(dbseq-nr_13)_[878830,885849]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_14_(dbseq-nr_13)_[896062,901346]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|1731 RT|copia
scaffold_14_(dbseq-nr_13)_[908781,913306]	Unknown	unknown	dtg_ilg_template	unknown	-	AP|dtg_ilg_template
scaffold_14_(dbseq-nr_13)_[914489,925983]	LTR	Copia	copia	no	+	AP|copia INT|tork RT|sire RNaseH|copia
scaffold_151_(dbseq-nr_150)_[11257,17507]	LTR	Gypsy	v_clade	no	-	AP|v_clade RT|v_clade RNaseH|v_clade
scaffold_152_(dbseq-nr_151)_[1819,8121]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_154_(dbseq-nr_153)_[12338,19054]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_158_(dbseq-nr_157)_[7265,13275]	LTR	Copia	tork	no	+	AP|retrofit INT|tork RT|copia RNaseH|tork
scaffold_15_(dbseq-nr_14)_[727311,739806]	LTR	Gypsy	v_clade	no	?	RNaseH|v_clade RT|v_clade AP|v_clade GAG|v_clade INT|v_clade
scaffold_15_(dbseq-nr_14)_[790733,800221]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|osvaldo
scaffold_15_(dbseq-nr_14)_[833198,840975]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|17_6 INT|gmr1
scaffold_15_(dbseq-nr_14)_[848081,854962]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_15_(dbseq-nr_14)_[884390,891287]	LTR	Gypsy	v_clade	no	-	AP|v_clade RT|v_clade RNaseH|pyret INT|v_clade
scaffold_15_(dbseq-nr_14)_[895087,901366]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_16_(dbseq-nr_15)_[608338,613547]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_172_(dbseq-nr_171)_[7265,13534]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_179_(dbseq-nr_178)_[6634,13696]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3
scaffold_17_(dbseq-nr_16)_[414925,424247]	LTR	Copia	mixture	no	-	AP|copia INT|tork RT|1731
scaffold_17_(dbseq-nr_16)_[483479,489502]	LTR	Copia	copia	no	+	AP|ty1/copia INT|tork RT|copia RNaseH|copia
scaffold_17_(dbseq-nr_16)_[491129,498980]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_17_(dbseq-nr_16)_[518259,522623]	LTR	Copia	ty1/copia	no	+	AP|ty1/copia
scaffold_17_(dbseq-nr_16)_[533033,541400]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_17_(dbseq-nr_16)_[601483,608500]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_17_(dbseq-nr_16)_[636160,642890]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_17_(dbseq-nr_16)_[699158,704298]	LTR	Copia	tork	no	-	AP|ty1/copia INT|tork RT|tork RNaseH|copia
scaffold_17_(dbseq-nr_16)_[818565,824131]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_187_(dbseq-nr_186)_[7768,13209]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_188_(dbseq-nr_187)_[7743,14116]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_18_(dbseq-nr_17)_[337025,341547]	Unknown	unknown	dtg_ilg_template	unknown	+	AP|dtg_ilg_template
scaffold_18_(dbseq-nr_17)_[342401,347876]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_18_(dbseq-nr_17)_[355785,362833]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_193_(dbseq-nr_192)_[14018,18136]	LTR	Copia	tork	no	+	INT|tork
scaffold_193_(dbseq-nr_192)_[1989,8366]	LTR	Gypsy	v_clade	no	-	AP|reina RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_196_(dbseq-nr_195)_[13079,17294]	LTR	Gypsy	mixture	no	+	RT|del RNaseH|v_clade
scaffold_199_(dbseq-nr_198)_[12754,18053]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_19_(dbseq-nr_18)_[151187,156049]	LTR	Copia	copia	no	+	AP|copia INT|tork RT|1731 RNaseH|copia
scaffold_19_(dbseq-nr_18)_[596817,603818]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_19_(dbseq-nr_18)_[611827,618213]	LTR	Gypsy	v_clade	yes	-	GAG|galadriel AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_19_(dbseq-nr_18)_[628989,641835]	LTR	Gypsy	17_6	no	+	RT|17_6
scaffold_19_(dbseq-nr_18)_[646608,657610]	LTR	Gypsy	v_clade	no	-	AP|del RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_19_(dbseq-nr_18)_[696665,703265]	mixture	mixture	mixture	unknown	+	AP|dtg_ilg_template RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_19_(dbseq-nr_18)_[729480,735370]	LTR	Copia	mixture	no	+	AP|pseudovirus INT|copia RT|tork RNaseH|sire
scaffold_19_(dbseq-nr_18)_[736101,742361]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_19_(dbseq-nr_18)_[742660,747435]	LTR	Copia	copia	no	+	AP|copia INT|tork RT|1731 RNaseH|copia
scaffold_1_(dbseq-nr_0)_[106778,112793]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_1_(dbseq-nr_0)_[122592,128839]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_1_(dbseq-nr_0)_[139603,146459]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_1_(dbseq-nr_0)_[146573,152494]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|oryco RT|tork RNaseH|copia
scaffold_1_(dbseq-nr_0)_[158594,173019]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_1_(dbseq-nr_0)_[174141,180410]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_1_(dbseq-nr_0)_[1865,8557]	LTR	Gypsy	v_clade	no	+	AP|v_clade RT|v_clade RNaseH|pyret INT|v_clade
scaffold_1_(dbseq-nr_0)_[1921720,1927991]	LTR	Copia	copia	no	+	AP|retrofit INT|tork RT|copia RNaseH|copia
scaffold_1_(dbseq-nr_0)_[2388202,2401289]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_1_(dbseq-nr_0)_[2470708,2476920]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_1_(dbseq-nr_0)_[264789,270783]	LTR	Copia	copia	no	+	AP|retrofit INT|tork RT|copia RNaseH|copia
scaffold_1_(dbseq-nr_0)_[29873,36541]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_1_(dbseq-nr_0)_[41633,48405]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_1_(dbseq-nr_0)_[443778,449911]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_1_(dbseq-nr_0)_[467234,473469]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_1_(dbseq-nr_0)_[479210,487107]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_1_(dbseq-nr_0)_[59199,63868]	LTR	Gypsy	reina	no	-	RT|reina
scaffold_1_(dbseq-nr_0)_[77120,82219]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|copia
scaffold_1_(dbseq-nr_0)_[92318,98320]	LTR	Copia	copia	no	-	AP|retrofit INT|tork RT|copia RNaseH|copia
scaffold_205_(dbseq-nr_204)_[8798,14706]	LTR	Gypsy	v_clade	no	-	AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_209_(dbseq-nr_208)_[1018,6210]	LTR	Copia	copia	no	+	AP|ty1/copia INT|retrofit RT|copia RNaseH|copia
scaffold_20_(dbseq-nr_19)_[173323,179315]	LTR	Copia	copia	no	-	AP|retrofit INT|tork RT|copia RNaseH|copia
scaffold_214_(dbseq-nr_213)_[6390,11439]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3
scaffold_216_(dbseq-nr_215)_[7435,13810]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_216_(dbseq-nr_215)_[937,5477]	Unknown	unknown	dtg_ilg_template	unknown	+	AP|dtg_ilg_template
scaffold_21_(dbseq-nr_20)_[115273,120555]	LTR	Copia	copia	no	-	AP|ty1/copia INT|oryco RT|copia RNaseH|copia
scaffold_21_(dbseq-nr_20)_[2332,10227]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_21_(dbseq-nr_20)_[26891,28524]	Unknown	unknown	dtg_ilg_template	unknown	-	AP|dtg_ilg_template
scaffold_21_(dbseq-nr_20)_[28527,36929]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_21_(dbseq-nr_20)_[41450,48820]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|17_6 INT|gmr1
scaffold_21_(dbseq-nr_20)_[50981,56921]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|oryco RT|tork RNaseH|copia
scaffold_21_(dbseq-nr_20)_[580376,587866]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|gypsy INT|gmr1
scaffold_220_(dbseq-nr_219)_[1457,3764]	LTR	Gypsy	v_clade	no	-	GAG|v_clade
scaffold_224_(dbseq-nr_223)_[2861,9237]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_226_(dbseq-nr_225)_[473,5958]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RNaseH|pyret INT|v_clade
scaffold_226_(dbseq-nr_225)_[8417,13670]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_229_(dbseq-nr_228)_[4136,10710]	LTR	Gypsy	v_clade	no	-	RNaseH|v_clade INT|v_clade RT|v_clade
scaffold_22_(dbseq-nr_21)_[123312,129634]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_22_(dbseq-nr_21)_[136625,144285]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_22_(dbseq-nr_21)_[145748,153584]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_22_(dbseq-nr_21)_[163027,165634]	LTR	Gypsy	v_clade	no	-	INT|v_clade
scaffold_22_(dbseq-nr_21)_[170445,175514]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_22_(dbseq-nr_21)_[186868,192986]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_22_(dbseq-nr_21)_[213089,220060]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|17_6 INT|gmr1
scaffold_22_(dbseq-nr_21)_[46510,52786]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_22_(dbseq-nr_21)_[57669,64268]	LTR	Gypsy	mixture	no	-	AP|tat RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_22_(dbseq-nr_21)_[81295,87837]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_22_(dbseq-nr_21)_[97983,104112]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
